credit_id,talent_id,fictional_client_id,production_title,production_type,role,start_date,end_date,city,country,contract_status,number_of_performances,contract_value_usd,rehearsal_attendance_rate,director_rating,technical_readiness_score,safety_compliance_score,incident_recorded,incident_severity,rehire_eligible,early_termination_party,early_termination_reason,skills_used,director_feedback
CRD-01307,TAL-0382,CLI-0088,Right-sized client-server utilization Parade,Urban Mega-Celebration,Tightrope Walker,2023-10-21,2023-11-08,Berlin,Germany,Completed,5,15066.33,0.9456,4.18,91.7,100.0,False,None,True,,,Tightrope|High Wire,Technically capable but required additional rehearsal support.
CRD-01308,TAL-0224,CLI-0176,Reduced zero administration contingency Show,Opening Ceremony,Pyrotechnics Technician,2026-01-03,2026-05-11,Paris,France,Completed with Notes,16,55033.13,0.924,4.31,80.6,100.0,False,None,False,,,Pyrotechnics|Weather Monitoring|Authority Coordination,Performance met expectations with minor consistency notes.
CRD-01309,TAL-0348,CLI-0163,Secured stable migration Show,Resident Aquatic Show,Aquatic Performer,2025-03-13,2025-09-15,Las Vegas,United States,Completed,102,52342.74,0.9293,4.22,80.4,93.2,False,None,False,,,Diving|Wet Stage Movement|Breath Hold|Synchronized Swimming,Reliable under pressure and recommended for future productions.
CRD-01310,TAL-0195,CLI-0062,Fundamental composite success Experience,Resident Aquatic Show,Water Stage Technician,2025-09-27,2026-01-25,Johannesburg,South Africa,Completed,100,121791.46,1.0,4.67,91.5,92.1,False,None,True,,,Cue Programming|Diving Support|Wet-to-Dry Transitions|Aquatic Stage Systems|Show Control|Rescue Procedures,Technically capable but required additional rehearsal support.
CRD-01311,TAL-0459,CLI-0099,Synergized global knowledgebase Experience,Themed Entertainment Spectacle,Puppeteer,2022-07-12,2022-11-24,Orlando,United States,Completed,2,88752.31,0.9675,3.9,90.1,99.6,False,None,False,,,Backstage Coordination|Prop Handling|Creature Movement|Large-Scale Puppetry,Performance met expectations with minor consistency notes.
CRD-01312,TAL-0358,CLI-0059,Right-sized optimizing architecture Experience,Integrated Resort Show,Aerial Artist,2023-09-28,2023-11-24,Melbourne,Australia,Completed,10,28494.74,0.9535,3.45,100.0,100.0,False,None,False,,,Partner Straps|Flying Systems|Dynamic Drops|Strength Acrobatics|Bungee Choreography,High-quality contribution with positive ensemble behaviour.
CRD-01313,TAL-0015,CLI-0027,Focused homogeneous info-mediaries Parade,Resident Aquatic Show,Hydraulics Technician,2025-05-28,2025-09-29,Tokyo,Japan,Completed,112,44323.52,0.9377,4.6,73.1,99.9,False,None,True,,,Fixture Management|Fault Diagnosis|Technical Documentation|Safety Lockouts|Hydraulic Systems|Previsualization,Adapted quickly to creative notes and technical changes.
CRD-01314,TAL-0053,CLI-0030,De-engineered bi-directional adapter Parade,Immersive Theatre,Sound Designer,2023-02-20,2023-06-22,Paris,France,Completed,7,170233.31,0.9386,4.68,85.8,100.0,False,None,True,,,Acoustic Planning|Playback Systems|Timecode,Strong rehearsal discipline and dependable show execution.
CRD-01315,TAL-0128,CLI-0135,Exclusive multi-state middleware Show,Immersive Theatre,Associate Director,2024-12-27,2025-04-13,Mumbai,India,Early Termination,3,90192.12,0.9556,3.2,95.7,96.7,False,None,False,Mutual,Schedule conflict,Creative Documentation|Cover Rehearsals|Cast Notes|Cross-Department Coordination|Show Maintenance,Reliable under pressure and recommended for future productions.
CRD-01316,TAL-0214,CLI-0148,Synergized intangible collaboration Parade,Resident Aquatic Show,Aquatic Performer,2023-09-19,2023-11-13,Tokyo,Japan,Completed,139,20064.9,0.9875,4.58,85.4,98.4,False,None,True,,,Safety Protocols|Breath Hold|Water Choreography,Strong rehearsal discipline and dependable show execution.
CRD-01317,TAL-0350,CLI-0106,Robust bandwidth-monitored conglomeration Show,Resident Aquatic Show,Aquatic Performer,2025-08-05,2025-10-11,Delhi,India,Completed,80,22019.79,0.9265,4.27,91.7,95.0,False,None,False,,,Water Choreography|Breath Hold|Underwater Performance|Diving,Performance met expectations with minor consistency notes.
CRD-01318,TAL-0351,CLI-0121,Phased reciprocal policy Parade,Urban Mega-Celebration,Pyrotechnics Technician,2024-12-31,2025-02-03,Johannesburg,South Africa,Completed with Notes,6,44623.06,0.9179,4.93,99.3,99.5,False,None,False,,,Authority Coordination|Cue Programming|Weather Monitoring|Explosive Safety,High-quality contribution with positive ensemble behaviour.
CRD-01319,TAL-0497,CLI-0066,Automated zero tolerance monitoring Spectacle,Themed Entertainment Spectacle,SFX Technician,2025-12-01,2026-02-11,Berlin,Germany,Completed,9,48970.48,0.9272,4.37,85.0,94.0,False,None,False,,,Special Effects|Show Control|Water Effects|CO2 Effects|Risk Assessment,Technically capable but required additional rehearsal support.
CRD-01320,TAL-0252,CLI-0062,Profit-focused web-enabled capability Ceremony,Festival Headline Production,Dancer,2023-04-08,2023-10-12,Seoul,South Korea,Completed with Notes,6,74719.31,0.8872,3.61,79.5,97.4,False,None,False,,,Character Movement|Ballet,High-quality contribution with positive ensemble behaviour.
CRD-01321,TAL-0309,CLI-0100,Cross-group mission-critical protocol Experience,Touring Arena Production,Lighting Programmer,2024-07-01,2024-12-04,Johannesburg,South Africa,Completed,14,84287.37,0.9562,4.08,80.4,95.6,False,None,False,,,Moving Lights|Troubleshooting,Technically capable but required additional rehearsal support.
CRD-01322,TAL-0479,CLI-0139,De-engineered real-time moratorium Ceremony,Large-Scale Parade,Costume Technician,2025-05-01,2025-08-31,Sydney,Australia,Completed,2,52875.34,0.8999,3.85,77.4,95.7,False,None,False,,,Costume Construction|Laundry Operations|Wardrobe Maintenance,Technically capable but required additional rehearsal support.
CRD-01323,TAL-0338,CLI-0158,Adaptive zero-defect service-desk Spectacle,Large-Scale Parade,Trampoline Artist,2023-08-15,2023-09-10,Buenos Aires,Argentina,Completed,1,18876.51,0.9916,4.24,100.0,72.9,False,None,False,,,Tumbling|Wall Trampoline|Ensemble Timing|Trampoline|Safety Spotting,Performance met expectations with minor consistency notes.
CRD-01324,TAL-0354,CLI-0007,Streamlined intermediate model Parade,Large-Scale Parade,Parkour Artist,2024-10-22,2024-12-16,Macau,Macau,Completed,12,26734.45,0.9626,4.33,100.0,100.0,False,None,False,,,Urban Choreography|Precision Jumps|Freerunning|Fall Technique|Harness Familiarity|Safety Spotting,Reliable under pressure and recommended for future productions.
CRD-01325,TAL-0385,CLI-0180,Operative holistic analyzer Show,Opening Ceremony,Pyrotechnics Technician,2023-06-22,2023-08-01,Dubai,UAE,Completed,14,27956.3,0.9322,4.97,100.0,100.0,False,None,True,,,Explosive Safety|Weather Monitoring|Pyrotechnics,Performance met expectations with minor consistency notes.
CRD-01326,TAL-0010,CLI-0037,Total multi-tasking interface Experience,Integrated Resort Show,Audio Engineer,2025-09-11,2025-12-07,London,United Kingdom,Completed,16,99899.65,0.9769,5.0,100.0,100.0,False,None,True,,,System Tuning|Wireless Coordination|FOH Mixing,High-quality contribution with positive ensemble behaviour.
CRD-01327,TAL-0064,CLI-0013,Focused mission-critical utilization Spectacle,Touring Arena Production,Aerial Artist,2026-02-08,2026-05-08,Toronto,Canada,Completed,152,41506.57,1.0,4.62,91.8,94.6,False,None,True,,,Height Safety|Flying Harness,Adapted quickly to creative notes and technical changes.
CRD-01328,TAL-0068,CLI-0138,Visionary homogeneous hardware Ceremony,Touring Arena Production,Production Coordinator,2024-07-20,2024-07-30,Manila,Philippines,Completed,16,8946.29,0.9547,4.14,97.7,94.3,False,None,False,,,Visa Coordination|Cast Logistics|Document Control|Travel Logistics,Performance met expectations with minor consistency notes.
CRD-01329,TAL-0336,CLI-0178,Reverse-engineered user-facing task-force Experience,Outdoor Multimedia Spectacle,Dancer,2025-03-16,2025-05-05,Dubai,UAE,Completed,5,32067.63,0.9858,4.7,94.7,89.8,False,None,True,,,Character Movement|Commercial Dance|Bollywood Dance,High-quality contribution with positive ensemble behaviour.
CRD-01330,TAL-0206,CLI-0011,Total object-oriented attitude Spectacle,Touring Arena Production,Rigger,2024-08-12,2025-01-11,Cape Town,South Africa,Completed,93,203041.07,0.9699,5.0,100.0,94.9,False,None,True,,,Drone Show Operations|Temporary Structures,Strong rehearsal discipline and dependable show execution.
CRD-01331,TAL-0358,CLI-0053,Optimized client-driven extranet Ceremony,Integrated Resort Show,Aerial Artist,2022-06-17,2022-10-29,Bangkok,Thailand,Completed,9,68194.73,0.9232,3.85,91.5,94.7,False,None,False,,,Flying Systems|Bungee Choreography|Dynamic Drops,Adapted quickly to creative notes and technical changes.
CRD-01332,TAL-0055,CLI-0100,Polarized zero administration emulation Ceremony,Opening Ceremony,Bungee Performer,2024-07-17,2024-08-06,Sydney,Australia,Completed,18,6233.24,0.966,4.3,79.5,90.4,False,None,True,,,Click Track|Partnering|Flying Systems,Strong rehearsal discipline and dependable show execution.
CRD-01333,TAL-0290,CLI-0108,Configurable executive policy Ceremony,Integrated Resort Show,Acrobatic Performer,2025-01-30,2025-06-05,Manila,Philippines,Completed,19,68932.99,0.9795,4.94,82.1,97.6,False,None,False,,,Teeterboard|Chinese Pole|Ensemble Timing,Adapted quickly to creative notes and technical changes.
CRD-01334,TAL-0233,CLI-0029,Quality-focused incremental extranet Experience,Large-Scale Parade,Trampoline Artist,2026-01-17,2026-02-16,New York,United States,Completed,7,7570.16,0.9502,4.64,83.4,92.1,False,None,True,,,In-Ear Monitoring|Wall Trampoline|Multilingual Repertoire|Landing Technique,Technically capable but required additional rehearsal support.
CRD-01335,TAL-0008,CLI-0063,Ergonomic 24hour strategy Ceremony,Festival Headline Production,Audio Engineer,2024-04-21,2024-07-04,Paris,France,Completed,8,30518.4,0.9342,3.97,81.0,98.0,False,None,False,,,Digital Consoles|Monitor Mixing|RF Planning|Laundry Operations|Wardrobe Maintenance|FOH Mixing,Performance met expectations with minor consistency notes.
CRD-01336,TAL-0085,CLI-0148,User-friendly 24hour orchestration Show,Resident Aquatic Show,Motorcycle Stunt Rider,2024-07-23,2024-10-20,Seoul,South Korea,Cancelled,1,128057.71,0.9434,2.69,87.6,90.8,False,None,False,Client,Production postponement,Protective Equipment|Risk Assessment,Technically capable but required additional rehearsal support.
CRD-01337,TAL-0186,CLI-0098,Programmable bottom-line model Spectacle,Large-Scale Parade,Parkour Artist,2024-05-17,2024-08-09,Riyadh,Saudi Arabia,Completed with Notes,11,15122.48,0.8961,4.43,75.5,99.7,False,None,False,,,Freerunning|Harness Familiarity|Urban Choreography,Technically capable but required additional rehearsal support.
CRD-01338,TAL-0142,CLI-0056,Adaptive homogeneous projection Parade,Outdoor Multimedia Spectacle,Pyrotechnics Technician,2026-06-02,2026-06-13,Riyadh,Saudi Arabia,Completed,19,3965.11,0.9921,3.99,73.2,96.2,False,None,False,,,Misfire Procedures|Authority Coordination|Weather Monitoring|Explosive Safety|Site Safety|Cue Programming,High-quality contribution with positive ensemble behaviour.
CRD-01339,TAL-0254,CLI-0029,Expanded system-worthy website Spectacle,Outdoor Multimedia Spectacle,Drone Show Technician,2025-01-21,2025-07-13,New York,United States,Completed with Notes,12,274133.49,1.0,3.41,98.1,100.0,False,None,False,,,Airspace Coordination|Weather Monitoring|Flight Planning|GNSS Systems,Strong rehearsal discipline and dependable show execution.
CRD-01340,TAL-0429,CLI-0160,Intuitive incremental hierarchy Parade,Immersive Theatre,Associate Director,2022-03-18,2022-08-27,Johannesburg,South Africa,Cancelled,4,90974.32,0.9173,4.11,92.3,87.8,False,None,False,Talent,Funding change,Cover Rehearsals|Large Venue Lighting|Cross-Department Coordination|Show Control|Performance Reports,Technically capable but required additional rehearsal support.
CRD-01341,TAL-0498,CLI-0106,Customer-focused coherent interface Experience,Outdoor Multimedia Spectacle,Strap Artist,2025-01-07,2025-03-28,Johannesburg,South Africa,Completed,13,53741.5,0.9852,4.23,89.1,100.0,False,None,True,,,Rigging Awareness|Height Safety|Strength Acrobatics|Partner Straps|Aerial Straps,Strong rehearsal discipline and dependable show execution.
CRD-01342,TAL-0001,CLI-0150,Streamlined optimal extranet Ceremony,Experiential Dining Show,Character Performer,2022-02-03,2022-07-19,Mumbai,India,Completed,2,90784.41,0.9972,4.27,94.9,100.0,False,None,False,,,Costume Endurance|Character Acting|Choreographed Riding|Physical Theatre|Improvisation,Performance met expectations with minor consistency notes.
CRD-01343,TAL-0467,CLI-0134,Fundamental national interface Spectacle,Experiential Dining Show,Lighting Designer,2024-07-13,2024-12-16,Seoul,South Korea,Completed,8,257510.71,0.961,4.69,100.0,93.5,False,None,True,,,Lighting Design|Laser Integration|Show Control,Adapted quickly to creative notes and technical changes.
CRD-01344,TAL-0312,CLI-0006,Re-contextualized high-level pricing structure Ceremony,Themed Entertainment Spectacle,Acrobatic Performer,2023-01-29,2023-07-13,Seoul,South Korea,Completed,21,68198.57,1.0,4.18,83.6,96.4,False,None,True,,,Parade Performance|Jump Sequences|Protective Equipment|Acrobatic Partnering|Teeterboard|BMX Flatland,Reliable under pressure and recommended for future productions.
CRD-01345,TAL-0069,CLI-0089,Grass-roots systemic infrastructure Spectacle,Large-Scale Parade,Costume Technician,2024-12-31,2025-05-25,London,United Kingdom,Completed,10,103253.05,0.9645,4.82,86.6,95.2,False,None,False,,,Wardrobe Maintenance|Repairs|Show Running|Costume Construction,Technically capable but required additional rehearsal support.
CRD-01346,TAL-0211,CLI-0086,Versatile demand-driven installation Spectacle,Touring Arena Production,Production Coordinator,2022-06-03,2022-07-08,Delhi,India,Completed,23,22024.17,0.9392,4.58,91.8,99.1,False,None,True,,,Accommodation Planning|Budget Tracking|Cast Logistics|Document Control|Visa Coordination|Production Scheduling,High-quality contribution with positive ensemble behaviour.
CRD-01347,TAL-0201,CLI-0136,Reactive zero tolerance open architecture Ceremony,Urban Mega-Celebration,Vocalist,2022-04-26,2022-07-22,Buenos Aires,Argentina,Completed,3,39887.87,0.9827,4.52,92.0,96.9,False,None,True,,,Character Movement|Ensemble Choreography|Live Vocals|Bollywood Dance|Contemporary Dance|Character Vocals,Adapted quickly to creative notes and technical changes.
CRD-01348,TAL-0346,CLI-0142,Polarized context-sensitive hub Ceremony,Urban Mega-Celebration,Tightrope Walker,2025-09-16,2025-10-22,Delhi,India,Completed,20,40549.43,0.9729,4.77,79.3,91.6,False,None,True,,,Harness Work|Tightrope|Wind Assessment|Night Rehearsals,Adapted quickly to creative notes and technical changes.
CRD-01349,TAL-0282,CLI-0133,Realigned next generation matrices Parade,Resident Aquatic Show,High Diver,2024-10-16,2024-12-27,London,United Kingdom,Completed with Notes,26,41132.52,0.9698,4.35,82.9,97.7,False,None,False,,,Dive Choreography|Wet-to-Dry Transitions|Platform Diving|Breath Control,Technically capable but required additional rehearsal support.
CRD-01350,TAL-0263,CLI-0112,Function-based fault-tolerant orchestration Spectacle,Resident Aquatic Show,Water Stage Technician,2024-08-10,2024-09-12,Toronto,Canada,Completed,119,23707.18,0.9736,4.44,69.7,98.3,False,None,True,,,Diving Support|Pool Operations|Preventive Maintenance,Performance met expectations with minor consistency notes.
CRD-01351,TAL-0395,CLI-0076,Monitored zero-defect strategy Show,Urban Mega-Celebration,Rigger,2023-02-08,2023-04-10,Melbourne,Australia,Completed,5,58530.35,0.9842,4.52,99.4,96.9,False,None,True,,,Water Stage Rigging|Aerial Rigging|Inspection Documentation|High-Wire Rigging,Adapted quickly to creative notes and technical changes.
CRD-01352,TAL-0384,CLI-0028,Object-based user-facing challenge Spectacle,Outdoor Multimedia Spectacle,Musician,2025-08-25,2025-09-03,Johannesburg,South Africa,Completed,21,3014.68,0.941,4.74,100.0,98.6,False,None,False,,,In-Ear Monitoring|Improvisation|Click Track|Night Rehearsals,Reliable under pressure and recommended for future productions.
CRD-01353,TAL-0070,CLI-0020,Switchable bottom-line synergy Parade,Opening Ceremony,Drone Show Technician,2022-11-24,2023-04-04,Macau,Macau,Completed,13,89608.2,0.8849,4.99,78.6,98.7,False,None,False,,,Drone Show Operations|Fleet Management|Flight Planning|Show Programming,High-quality contribution with positive ensemble behaviour.
CRD-01354,TAL-0488,CLI-0040,Focused local toolset Show,Large-Scale Parade,Parkour Artist,2025-06-13,2025-09-12,Hong Kong,Hong Kong,Completed,14,41673.87,0.9287,4.54,90.5,100.0,False,None,False,,,Parkour|Safety Spotting|Harness Familiarity|Freerunning|Fall Technique,High-quality contribution with positive ensemble behaviour.
CRD-01355,TAL-0034,CLI-0048,Total cohesive attitude Spectacle,Touring Arena Production,Stage Manager,2022-12-31,2023-01-24,Dubai,UAE,Completed,128,7571.48,0.9489,4.39,83.8,96.1,False,None,True,,,Show Calling|Cue Management|Technical Rehearsals,Performance met expectations with minor consistency notes.
CRD-01356,TAL-0204,CLI-0114,Extended multimedia initiative Experience,Resident Aquatic Show,Water Stage Technician,2022-06-27,2022-12-04,Montreal,Canada,Completed,132,93122.16,0.9687,3.65,85.9,95.9,False,None,False,,,Underwater Communications|Water Quality|Pool Operations|Wet-to-Dry Transitions,Reliable under pressure and recommended for future productions.
